group,race,gender,model,perturbation,severity,similarity,status
Black_Male,Black,Male,Facenet,eye_occlusion,high,0.9773969914755394,MATCH
Black_Male,Black,Male,Facenet,gaussian_noise,15,0.9291917472741295,MATCH
Black_Male,Black,Male,Facenet,gaussian_blur,7,0.9672119928494194,MATCH
Black_Male,Black,Male,Facenet,gamma_correction,0.5,0.9531556092287681,MATCH
Black_Male,Black,Male,ArcFace,eye_occlusion,high,0.9514137417829032,MATCH
Black_Male,Black,Male,ArcFace,gaussian_noise,15,0.878497911544562,MATCH
Black_Male,Black,Male,ArcFace,gaussian_blur,7,0.9798890815867056,MATCH
Black_Male,Black,Male,ArcFace,gamma_correction,0.5,0.8590838013060931,MATCH
Black_Male,Black,Male,VGG-Face,eye_occlusion,high,0.9365527388831397,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_noise,15,0.8100445288589554,FAILURE
Black_Male,Black,Male,VGG-Face,gaussian_blur,7,0.9911735160358676,MATCH
Black_Male,Black,Male,VGG-Face,gamma_correction,0.5,0.6214138477406783,FAILURE
Black_Male,Black,Male,Facenet,eye_occlusion,high,0.9601534755038338,MATCH
Black_Male,Black,Male,Facenet,gaussian_noise,15,0.9485004587379422,MATCH
Black_Male,Black,Male,Facenet,gaussian_blur,7,0.9837912330744751,MATCH
Black_Male,Black,Male,Facenet,gamma_correction,0.5,0.6243428201612025,FAILURE
Black_Male,Black,Male,ArcFace,eye_occlusion,high,0.9293618682452964,MATCH
Black_Male,Black,Male,ArcFace,gaussian_noise,15,0.9205637093810084,MATCH
Black_Male,Black,Male,ArcFace,gaussian_blur,7,0.981770860783119,MATCH
Black_Male,Black,Male,ArcFace,gamma_correction,0.5,0.9122634485074732,MATCH
Black_Male,Black,Male,VGG-Face,eye_occlusion,high,0.8940413995794472,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_noise,15,0.9388025735139442,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_blur,7,0.9934682028258656,MATCH
Black_Male,Black,Male,VGG-Face,gamma_correction,0.5,0.728430950033365,FAILURE
Black_Male,Black,Male,Facenet,eye_occlusion,high,0.9954940140910424,MATCH
Black_Male,Black,Male,Facenet,gaussian_noise,15,0.954105582667092,MATCH
Black_Male,Black,Male,Facenet,gaussian_blur,7,0.9969733077986892,MATCH
Black_Male,Black,Male,Facenet,gamma_correction,0.5,0.9796128712222473,MATCH
Black_Male,Black,Male,ArcFace,eye_occlusion,high,0.9976166996607664,MATCH
Black_Male,Black,Male,ArcFace,gaussian_noise,15,0.8970286236614837,MATCH
Black_Male,Black,Male,ArcFace,gaussian_blur,7,0.950127876363114,MATCH
Black_Male,Black,Male,ArcFace,gamma_correction,0.5,0.8862033413682833,MATCH
Black_Male,Black,Male,VGG-Face,eye_occlusion,high,0.9756581990704555,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_noise,15,0.9059273893348148,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_blur,7,0.9928858933693643,MATCH
Black_Male,Black,Male,VGG-Face,gamma_correction,0.5,0.8477217082054519,FAILURE
Black_Male,Black,Male,Facenet,eye_occlusion,high,0.8447473076699351,FAILURE
Black_Male,Black,Male,Facenet,gaussian_noise,15,0.9623365247003279,MATCH
Black_Male,Black,Male,Facenet,gaussian_blur,7,0.8245649410907238,FAILURE
Black_Male,Black,Male,Facenet,gamma_correction,0.5,0.6599307973240074,FAILURE
Black_Male,Black,Male,ArcFace,eye_occlusion,high,0.8241757060171128,FAILURE
Black_Male,Black,Male,ArcFace,gaussian_noise,15,0.8718067156936992,MATCH
Black_Male,Black,Male,ArcFace,gaussian_blur,7,0.9659851941010759,MATCH
Black_Male,Black,Male,ArcFace,gamma_correction,0.5,0.9161758432682504,MATCH
Black_Male,Black,Male,VGG-Face,eye_occlusion,high,0.7864982915020738,FAILURE
Black_Male,Black,Male,VGG-Face,gaussian_noise,15,0.9257684983536345,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_blur,7,0.9540491290856774,MATCH
Black_Male,Black,Male,VGG-Face,gamma_correction,0.5,0.8162472521223663,FAILURE
Black_Male,Black,Male,Facenet,eye_occlusion,high,0.9995341270307261,MATCH
Black_Male,Black,Male,Facenet,gaussian_noise,15,0.9837179781930577,MATCH
Black_Male,Black,Male,Facenet,gaussian_blur,7,0.9980635765900856,MATCH
Black_Male,Black,Male,Facenet,gamma_correction,0.5,0.9781052171388739,MATCH
Black_Male,Black,Male,ArcFace,eye_occlusion,high,0.9987536336234533,MATCH
Black_Male,Black,Male,ArcFace,gaussian_noise,15,0.9949694034953956,MATCH
Black_Male,Black,Male,ArcFace,gaussian_blur,7,0.9990218020987987,MATCH
Black_Male,Black,Male,ArcFace,gamma_correction,0.5,0.9958101006973127,MATCH
Black_Male,Black,Male,VGG-Face,eye_occlusion,high,0.9854373507429679,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_noise,15,0.8758794531065384,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_blur,7,0.9880217834011243,MATCH
Black_Male,Black,Male,VGG-Face,gamma_correction,0.5,0.8922481823392341,MATCH
Black_Male,Black,Male,Facenet,eye_occlusion,high,0.9916777400802662,MATCH
Black_Male,Black,Male,Facenet,gaussian_noise,15,0.962032528793791,MATCH
Black_Male,Black,Male,Facenet,gaussian_blur,7,0.9912015435068089,MATCH
Black_Male,Black,Male,Facenet,gamma_correction,0.5,0.9428329783384224,MATCH
Black_Male,Black,Male,ArcFace,eye_occlusion,high,0.9986266083198623,MATCH
Black_Male,Black,Male,ArcFace,gaussian_noise,15,0.9967365764463618,MATCH
Black_Male,Black,Male,ArcFace,gaussian_blur,7,0.9995082033241329,MATCH
Black_Male,Black,Male,ArcFace,gamma_correction,0.5,0.9958329083911986,MATCH
Black_Male,Black,Male,VGG-Face,eye_occlusion,high,0.9444866960176916,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_noise,15,0.9004512820834053,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_blur,7,0.9958116079144382,MATCH
Black_Male,Black,Male,VGG-Face,gamma_correction,0.5,0.7038839034249444,FAILURE
Black_Male,Black,Male,Facenet,eye_occlusion,high,0.9949789179983264,MATCH
Black_Male,Black,Male,Facenet,gaussian_noise,15,0.9400955533266391,MATCH
Black_Male,Black,Male,Facenet,gaussian_blur,7,0.949482938214187,MATCH
Black_Male,Black,Male,Facenet,gamma_correction,0.5,0.8666932873191605,MATCH
Black_Male,Black,Male,ArcFace,eye_occlusion,high,0.9882630687819407,MATCH
Black_Male,Black,Male,ArcFace,gaussian_noise,15,0.9228551811885277,MATCH
Black_Male,Black,Male,ArcFace,gaussian_blur,7,0.9694897046701226,MATCH
Black_Male,Black,Male,ArcFace,gamma_correction,0.5,0.8498730939880348,FAILURE
Black_Male,Black,Male,VGG-Face,eye_occlusion,high,0.990849395443478,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_noise,15,0.9255144388064797,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_blur,7,0.9552037265453103,MATCH
Black_Male,Black,Male,VGG-Face,gamma_correction,0.5,0.8059353296110853,FAILURE
Black_Male,Black,Male,Facenet,eye_occlusion,high,0.9699987601509097,MATCH
Black_Male,Black,Male,Facenet,gaussian_noise,15,0.9572404624810038,MATCH
Black_Male,Black,Male,Facenet,gaussian_blur,7,0.9972227155362365,MATCH
Black_Male,Black,Male,Facenet,gamma_correction,0.5,0.9537752725836174,MATCH
Black_Male,Black,Male,ArcFace,eye_occlusion,high,0.9811467095785679,MATCH
Black_Male,Black,Male,ArcFace,gaussian_noise,15,0.9879721374889954,MATCH
Black_Male,Black,Male,ArcFace,gaussian_blur,7,0.9955920548162177,MATCH
Black_Male,Black,Male,ArcFace,gamma_correction,0.5,0.9810944354473001,MATCH
Black_Male,Black,Male,VGG-Face,eye_occlusion,high,0.8328997207003372,FAILURE
Black_Male,Black,Male,VGG-Face,gaussian_noise,15,0.9048993790463964,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_blur,7,0.9923780448048493,MATCH
Black_Male,Black,Male,VGG-Face,gamma_correction,0.5,0.8597455729077712,MATCH
Black_Male,Black,Male,Facenet,eye_occlusion,high,0.9494724804706101,MATCH
Black_Male,Black,Male,Facenet,gaussian_noise,15,0.937724024907429,MATCH
Black_Male,Black,Male,Facenet,gaussian_blur,7,0.9774199626751198,MATCH
Black_Male,Black,Male,Facenet,gamma_correction,0.5,0.9151680800347137,MATCH
Black_Male,Black,Male,ArcFace,eye_occlusion,high,0.8898898739300651,MATCH
Black_Male,Black,Male,ArcFace,gaussian_noise,15,0.9249425828289194,MATCH
Black_Male,Black,Male,ArcFace,gaussian_blur,7,0.9853775275067908,MATCH
Black_Male,Black,Male,ArcFace,gamma_correction,0.5,0.9675382810497859,MATCH
Black_Male,Black,Male,VGG-Face,eye_occlusion,high,0.8912202879693035,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_noise,15,0.9171262697371181,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_blur,7,0.975563127410408,MATCH
Black_Male,Black,Male,VGG-Face,gamma_correction,0.5,0.8404184515809427,FAILURE
Black_Male,Black,Male,Facenet,eye_occlusion,high,0.994861797496744,MATCH
Black_Male,Black,Male,Facenet,gaussian_noise,15,0.9702759224481349,MATCH
Black_Male,Black,Male,Facenet,gaussian_blur,7,0.9392449021790492,MATCH
Black_Male,Black,Male,Facenet,gamma_correction,0.5,0.8322236072972755,FAILURE
Black_Male,Black,Male,ArcFace,eye_occlusion,high,0.9745469230585104,MATCH
Black_Male,Black,Male,ArcFace,gaussian_noise,15,0.921934504250823,MATCH
Black_Male,Black,Male,ArcFace,gaussian_blur,7,0.968223719792346,MATCH
Black_Male,Black,Male,ArcFace,gamma_correction,0.5,0.9595466508576139,MATCH
Black_Male,Black,Male,VGG-Face,eye_occlusion,high,0.9706341406587673,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_noise,15,0.9899893177145476,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_blur,7,0.9748580320347089,MATCH
Black_Male,Black,Male,VGG-Face,gamma_correction,0.5,0.8981225836463541,MATCH
Black_Male,Black,Male,Facenet,eye_occlusion,high,0.9771215253380443,MATCH
Black_Male,Black,Male,Facenet,gaussian_noise,15,0.9487022879336084,MATCH
Black_Male,Black,Male,Facenet,gaussian_blur,7,0.9735444074793212,MATCH
Black_Male,Black,Male,Facenet,gamma_correction,0.5,0.4730651498494028,FAILURE
Black_Male,Black,Male,ArcFace,eye_occlusion,high,0.9445463242373664,MATCH
Black_Male,Black,Male,ArcFace,gaussian_noise,15,0.9161254509521288,MATCH
Black_Male,Black,Male,ArcFace,gaussian_blur,7,0.9594038492113907,MATCH
Black_Male,Black,Male,ArcFace,gamma_correction,0.5,0.7901270472919678,FAILURE
Black_Male,Black,Male,VGG-Face,eye_occlusion,high,0.9597128749216697,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_noise,15,0.9597099388509549,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_blur,7,0.9957148497106503,MATCH
Black_Male,Black,Male,VGG-Face,gamma_correction,0.5,0.6931596998714157,FAILURE
Black_Male,Black,Male,Facenet,eye_occlusion,high,0.9988698780758603,MATCH
Black_Male,Black,Male,Facenet,gaussian_noise,15,0.9474618342421074,MATCH
Black_Male,Black,Male,Facenet,gaussian_blur,7,0.9825501451388308,MATCH
Black_Male,Black,Male,Facenet,gamma_correction,0.5,0.9218446300157065,MATCH
Black_Male,Black,Male,ArcFace,eye_occlusion,high,0.9976948540219724,MATCH
Black_Male,Black,Male,ArcFace,gaussian_noise,15,0.9548767164522183,MATCH
Black_Male,Black,Male,ArcFace,gaussian_blur,7,0.977402836555873,MATCH
Black_Male,Black,Male,ArcFace,gamma_correction,0.5,0.9200386722136105,MATCH
Black_Male,Black,Male,VGG-Face,eye_occlusion,high,0.9987028491253529,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_noise,15,0.9790176555206003,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_blur,7,0.985987863410269,MATCH
Black_Male,Black,Male,VGG-Face,gamma_correction,0.5,0.7004268357501859,FAILURE
Black_Male,Black,Male,Facenet,eye_occlusion,high,0.9070814651086013,MATCH
Black_Male,Black,Male,Facenet,gaussian_noise,15,0.905093713573501,MATCH
Black_Male,Black,Male,Facenet,gaussian_blur,7,0.9396342729512437,MATCH
Black_Male,Black,Male,Facenet,gamma_correction,0.5,0.2855775768945171,FAILURE
Black_Male,Black,Male,ArcFace,eye_occlusion,high,0.7740235106634942,FAILURE
Black_Male,Black,Male,ArcFace,gaussian_noise,15,0.8043385854136587,FAILURE
Black_Male,Black,Male,ArcFace,gaussian_blur,7,0.969497986145364,MATCH
Black_Male,Black,Male,ArcFace,gamma_correction,0.5,0.7707466853647967,FAILURE
Black_Male,Black,Male,VGG-Face,eye_occlusion,high,0.7872356093897686,FAILURE
Black_Male,Black,Male,VGG-Face,gaussian_noise,15,0.8622261425257616,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_blur,7,0.9579237625929414,MATCH
Black_Male,Black,Male,VGG-Face,gamma_correction,0.5,0.6328462789705195,FAILURE
Black_Male,Black,Male,Facenet,eye_occlusion,high,0.9553448811310927,MATCH
Black_Male,Black,Male,Facenet,gaussian_noise,15,0.9872009974355891,MATCH
Black_Male,Black,Male,Facenet,gaussian_blur,7,0.9749922531239561,MATCH
Black_Male,Black,Male,Facenet,gamma_correction,0.5,0.7916653634822969,FAILURE
Black_Male,Black,Male,ArcFace,eye_occlusion,high,0.8667293622392076,MATCH
Black_Male,Black,Male,ArcFace,gaussian_noise,15,0.9240756476346593,MATCH
Black_Male,Black,Male,ArcFace,gaussian_blur,7,0.9450735113197615,MATCH
Black_Male,Black,Male,ArcFace,gamma_correction,0.5,0.799709510591053,FAILURE
Black_Male,Black,Male,VGG-Face,eye_occlusion,high,0.7040176457677546,FAILURE
Black_Male,Black,Male,VGG-Face,gaussian_noise,15,0.9693730847032133,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_blur,7,0.9516812748844504,MATCH
Black_Male,Black,Male,VGG-Face,gamma_correction,0.5,0.6309606883762721,FAILURE
Black_Male,Black,Male,Facenet,eye_occlusion,high,0.4569746402397851,FAILURE
Black_Male,Black,Male,Facenet,gaussian_noise,15,0.8539652579574788,MATCH
Black_Male,Black,Male,Facenet,gaussian_blur,7,0.1386403363010758,FAILURE
Black_Male,Black,Male,Facenet,gamma_correction,0.5,0.8135419903285841,FAILURE
Black_Male,Black,Male,ArcFace,eye_occlusion,high,0.11063041127549249,FAILURE
Black_Male,Black,Male,ArcFace,gaussian_noise,15,0.6942939534006334,FAILURE
Black_Male,Black,Male,ArcFace,gaussian_blur,7,0.5995952308003032,FAILURE
Black_Male,Black,Male,ArcFace,gamma_correction,0.5,0.9080059153579813,MATCH
Black_Male,Black,Male,VGG-Face,eye_occlusion,high,0.2546449445590198,FAILURE
Black_Male,Black,Male,VGG-Face,gaussian_noise,15,0.7531927687807546,FAILURE
Black_Male,Black,Male,VGG-Face,gaussian_blur,7,0.7230804991338541,FAILURE
Black_Male,Black,Male,VGG-Face,gamma_correction,0.5,0.8976008198311128,MATCH
Black_Male,Black,Male,Facenet,eye_occlusion,high,0.8609528107124826,MATCH
Black_Male,Black,Male,Facenet,gaussian_noise,15,0.97052868042016,MATCH
Black_Male,Black,Male,Facenet,gaussian_blur,7,0.9274346111473079,MATCH
Black_Male,Black,Male,Facenet,gamma_correction,0.5,0.7413292421891305,FAILURE
Black_Male,Black,Male,ArcFace,eye_occlusion,high,0.9330708569848719,MATCH
Black_Male,Black,Male,ArcFace,gaussian_noise,15,0.968596057006104,MATCH
Black_Male,Black,Male,ArcFace,gaussian_blur,7,0.9864537863361492,MATCH
Black_Male,Black,Male,ArcFace,gamma_correction,0.5,0.9273243996202649,MATCH
Black_Male,Black,Male,VGG-Face,eye_occlusion,high,0.8902242830288764,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_noise,15,0.9292649757434037,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_blur,7,0.9653418281323262,MATCH
Black_Male,Black,Male,VGG-Face,gamma_correction,0.5,0.7318897728542522,FAILURE
Black_Male,Black,Male,Facenet,eye_occlusion,high,0.8848382297678741,MATCH
Black_Male,Black,Male,Facenet,gaussian_noise,15,0.8097216665459609,FAILURE
Black_Male,Black,Male,Facenet,gaussian_blur,7,0.9640373440929844,MATCH
Black_Male,Black,Male,Facenet,gamma_correction,0.5,0.2883226405026161,FAILURE
Black_Male,Black,Male,ArcFace,eye_occlusion,high,0.8203821375998925,FAILURE
Black_Male,Black,Male,ArcFace,gaussian_noise,15,0.7921246669328842,FAILURE
Black_Male,Black,Male,ArcFace,gaussian_blur,7,0.9815348184959539,MATCH
Black_Male,Black,Male,ArcFace,gamma_correction,0.5,0.6446848977008096,FAILURE
Black_Male,Black,Male,VGG-Face,eye_occlusion,high,0.859557351324959,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_noise,15,0.796557416082362,FAILURE
Black_Male,Black,Male,VGG-Face,gaussian_blur,7,0.9822303024371823,MATCH
Black_Male,Black,Male,VGG-Face,gamma_correction,0.5,0.5292928244989311,FAILURE
Black_Male,Black,Male,Facenet,eye_occlusion,high,0.9292447316380977,MATCH
Black_Male,Black,Male,Facenet,gaussian_noise,15,0.8356810826420666,FAILURE
Black_Male,Black,Male,Facenet,gaussian_blur,7,0.8775314349694857,MATCH
Black_Male,Black,Male,Facenet,gamma_correction,0.5,0.704585262955801,FAILURE
Black_Male,Black,Male,ArcFace,eye_occlusion,high,0.9485561434187552,MATCH
Black_Male,Black,Male,ArcFace,gaussian_noise,15,0.6364348122880465,FAILURE
Black_Male,Black,Male,ArcFace,gaussian_blur,7,0.9876336899893655,MATCH
Black_Male,Black,Male,ArcFace,gamma_correction,0.5,0.0535736675234317,FAILURE
Black_Male,Black,Male,VGG-Face,eye_occlusion,high,0.9771753010059321,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_noise,15,0.773298821095035,FAILURE
Black_Male,Black,Male,VGG-Face,gaussian_blur,7,0.9961977486065937,MATCH
Black_Male,Black,Male,VGG-Face,gamma_correction,0.5,0.4813296857546691,FAILURE
Black_Male,Black,Male,Facenet,eye_occlusion,high,0.8155657574635274,FAILURE
Black_Male,Black,Male,Facenet,gaussian_noise,15,0.7069163795586817,FAILURE
Black_Male,Black,Male,Facenet,gaussian_blur,7,0.9369783271693662,MATCH
Black_Male,Black,Male,Facenet,gamma_correction,0.5,0.6074238709522188,FAILURE
Black_Male,Black,Male,ArcFace,eye_occlusion,high,0.5718836179112975,FAILURE
Black_Male,Black,Male,ArcFace,gaussian_noise,15,0.6537670304477474,FAILURE
Black_Male,Black,Male,ArcFace,gaussian_blur,7,0.9483186026044697,MATCH
Black_Male,Black,Male,ArcFace,gamma_correction,0.5,0.5304418194297279,FAILURE
Black_Male,Black,Male,VGG-Face,eye_occlusion,high,0.6925240161196992,FAILURE
Black_Male,Black,Male,VGG-Face,gaussian_noise,15,0.6613695049973417,FAILURE
Black_Male,Black,Male,VGG-Face,gaussian_blur,7,0.9815047060974,MATCH
Black_Male,Black,Male,VGG-Face,gamma_correction,0.5,0.5262189901013076,FAILURE
Black_Male,Black,Male,Facenet,eye_occlusion,high,0.9963772446564676,MATCH
Black_Male,Black,Male,Facenet,gaussian_noise,15,0.9639670093530179,MATCH
Black_Male,Black,Male,Facenet,gaussian_blur,7,0.9600275429136909,MATCH
Black_Male,Black,Male,Facenet,gamma_correction,0.5,0.8556790685575798,MATCH
Black_Male,Black,Male,ArcFace,eye_occlusion,high,0.9876259757690811,MATCH
Black_Male,Black,Male,ArcFace,gaussian_noise,15,0.8967773276285975,MATCH
Black_Male,Black,Male,ArcFace,gaussian_blur,7,0.9802789661472795,MATCH
Black_Male,Black,Male,ArcFace,gamma_correction,0.5,0.8862913552176022,MATCH
Black_Male,Black,Male,VGG-Face,eye_occlusion,high,0.9879640165670103,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_noise,15,0.968192866289768,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_blur,7,0.9873517914819198,MATCH
Black_Male,Black,Male,VGG-Face,gamma_correction,0.5,0.8165903471086946,FAILURE
Black_Male,Black,Male,Facenet,eye_occlusion,high,0.9756952575786626,MATCH
Black_Male,Black,Male,Facenet,gaussian_noise,15,0.9802648637984901,MATCH
Black_Male,Black,Male,Facenet,gaussian_blur,7,0.9845898961611936,MATCH
Black_Male,Black,Male,Facenet,gamma_correction,0.5,0.7413034052107212,FAILURE
Black_Male,Black,Male,ArcFace,eye_occlusion,high,0.9353135540569757,MATCH
Black_Male,Black,Male,ArcFace,gaussian_noise,15,0.8846786533179836,MATCH
Black_Male,Black,Male,ArcFace,gaussian_blur,7,0.9529111737725968,MATCH
Black_Male,Black,Male,ArcFace,gamma_correction,0.5,0.7992394182236825,FAILURE
Black_Male,Black,Male,VGG-Face,eye_occlusion,high,0.9270633501561337,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_noise,15,0.9536431055130752,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_blur,7,0.9726354106950214,MATCH
Black_Male,Black,Male,VGG-Face,gamma_correction,0.5,0.7042564486521212,FAILURE
Black_Male,Black,Male,Facenet,eye_occlusion,high,0.9812853883368983,MATCH
Black_Male,Black,Male,Facenet,gaussian_noise,15,0.9770753459753373,MATCH
Black_Male,Black,Male,Facenet,gaussian_blur,7,0.9923427563288202,MATCH
Black_Male,Black,Male,Facenet,gamma_correction,0.5,0.9897953280113229,MATCH
Black_Male,Black,Male,ArcFace,eye_occlusion,high,0.956908578970333,MATCH
Black_Male,Black,Male,ArcFace,gaussian_noise,15,0.7489185672723145,FAILURE
Black_Male,Black,Male,ArcFace,gaussian_blur,7,0.9776490128220193,MATCH
Black_Male,Black,Male,ArcFace,gamma_correction,0.5,0.9649710462431935,MATCH
Black_Male,Black,Male,VGG-Face,eye_occlusion,high,0.9542198165254278,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_noise,15,0.9690156463480506,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_blur,7,0.9934631430519845,MATCH
Black_Male,Black,Male,VGG-Face,gamma_correction,0.5,0.9629397286911469,MATCH
Black_Male,Black,Male,Facenet,eye_occlusion,high,0.9391431638376023,MATCH
Black_Male,Black,Male,Facenet,gaussian_noise,15,0.9735934760993677,MATCH
Black_Male,Black,Male,Facenet,gaussian_blur,7,0.9893410134025591,MATCH
Black_Male,Black,Male,Facenet,gamma_correction,0.5,0.9088525568475512,MATCH
Black_Male,Black,Male,ArcFace,eye_occlusion,high,0.9592026373044572,MATCH
Black_Male,Black,Male,ArcFace,gaussian_noise,15,0.9629608139054534,MATCH
Black_Male,Black,Male,ArcFace,gaussian_blur,7,0.9731761796612933,MATCH
Black_Male,Black,Male,ArcFace,gamma_correction,0.5,0.8793076314336944,MATCH
Black_Male,Black,Male,VGG-Face,eye_occlusion,high,0.9062529623036631,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_noise,15,0.9808942523567251,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_blur,7,0.9926757832525364,MATCH
Black_Male,Black,Male,VGG-Face,gamma_correction,0.5,0.7931625046321732,FAILURE
Black_Male,Black,Male,Facenet,eye_occlusion,high,0.9050393910403907,MATCH
Black_Male,Black,Male,Facenet,gaussian_noise,15,0.8805634155103549,MATCH
Black_Male,Black,Male,Facenet,gaussian_blur,7,0.9690080438761162,MATCH
Black_Male,Black,Male,Facenet,gamma_correction,0.5,0.6346063496225158,FAILURE
Black_Male,Black,Male,ArcFace,eye_occlusion,high,0.8221462820077745,FAILURE
Black_Male,Black,Male,ArcFace,gaussian_noise,15,0.5538859211784855,FAILURE
Black_Male,Black,Male,ArcFace,gaussian_blur,7,0.9658277837097226,MATCH
Black_Male,Black,Male,ArcFace,gamma_correction,0.5,0.645475381322163,FAILURE
Black_Male,Black,Male,VGG-Face,eye_occlusion,high,0.8977887918772529,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_noise,15,0.8668710715091472,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_blur,7,0.9763140443967562,MATCH
Black_Male,Black,Male,VGG-Face,gamma_correction,0.5,0.6842327787820894,FAILURE
Black_Male,Black,Male,Facenet,eye_occlusion,high,0.9974950246464626,MATCH
Black_Male,Black,Male,Facenet,gaussian_noise,15,0.971626062465598,MATCH
Black_Male,Black,Male,Facenet,gaussian_blur,7,0.973139787322369,MATCH
Black_Male,Black,Male,Facenet,gamma_correction,0.5,0.8482106476092107,FAILURE
Black_Male,Black,Male,ArcFace,eye_occlusion,high,0.9919544208201523,MATCH
Black_Male,Black,Male,ArcFace,gaussian_noise,15,0.8889064486796852,MATCH
Black_Male,Black,Male,ArcFace,gaussian_blur,7,0.9372370127478508,MATCH
Black_Male,Black,Male,ArcFace,gamma_correction,0.5,0.9261681390758483,MATCH
Black_Male,Black,Male,VGG-Face,eye_occlusion,high,0.9955568757698925,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_noise,15,0.9376801009246725,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_blur,7,0.9682999168002554,MATCH
Black_Male,Black,Male,VGG-Face,gamma_correction,0.5,0.826230847142446,FAILURE
Black_Male,Black,Male,Facenet,eye_occlusion,high,0.924067038365671,MATCH
Black_Male,Black,Male,Facenet,gaussian_noise,15,0.9712880983823613,MATCH
Black_Male,Black,Male,Facenet,gaussian_blur,7,0.9703625443473612,MATCH
Black_Male,Black,Male,Facenet,gamma_correction,0.5,0.8546125742879381,MATCH
Black_Male,Black,Male,ArcFace,eye_occlusion,high,0.8043300555693034,FAILURE
Black_Male,Black,Male,ArcFace,gaussian_noise,15,0.9273150979683326,MATCH
Black_Male,Black,Male,ArcFace,gaussian_blur,7,0.9053302618994664,MATCH
Black_Male,Black,Male,ArcFace,gamma_correction,0.5,0.7436940889283615,FAILURE
Black_Male,Black,Male,VGG-Face,eye_occlusion,high,0.8940249648104129,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_noise,15,0.9422535697756375,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_blur,7,0.9424519060709797,MATCH
Black_Male,Black,Male,VGG-Face,gamma_correction,0.5,0.6586184605124795,FAILURE
Black_Male,Black,Male,Facenet,eye_occlusion,high,0.68041680299858,FAILURE
Black_Male,Black,Male,Facenet,gaussian_noise,15,0.9214550313240758,MATCH
Black_Male,Black,Male,Facenet,gaussian_blur,7,0.923562658334798,MATCH
Black_Male,Black,Male,Facenet,gamma_correction,0.5,0.4588860351208162,FAILURE
Black_Male,Black,Male,ArcFace,eye_occlusion,high,0.9584334362123355,MATCH
Black_Male,Black,Male,ArcFace,gaussian_noise,15,0.9893987029940733,MATCH
Black_Male,Black,Male,ArcFace,gaussian_blur,7,0.9873586475518824,MATCH
Black_Male,Black,Male,ArcFace,gamma_correction,0.5,0.9749314163849527,MATCH
Black_Male,Black,Male,VGG-Face,eye_occlusion,high,0.7877756233717859,FAILURE
Black_Male,Black,Male,VGG-Face,gaussian_noise,15,0.9483301974390901,MATCH
Black_Male,Black,Male,VGG-Face,gaussian_blur,7,0.9724020650063863,MATCH
Black_Male,Black,Male,VGG-Face,gamma_correction,0.5,0.8615604879277,MATCH
Black_Male,Black,Male,Facenet,eye_occlusion,high,0.9865089644585644,MATCH
Black_Male,Black,Male,Facenet,gaussian_noise,15,0.9539678408779664,MATCH
Black_Male,Black,Male,Facenet,gaussian_blur,7,0.94806821303986,MATCH
Black_Male,Black,Male,Facenet,gamma_correction,0.5,0.939093984855998,MATCH
Black_Male,Black,Male,ArcFace,eye_occlusion,high,0.9354934259954991,MATCH
